Gene	Essential	Non-essential	Unclear
yeiP	FALSE	TRUE	FALSE
yeiQ	FALSE	TRUE	FALSE
yeiR	FALSE	TRUE	FALSE
lpxT	FALSE	TRUE	FALSE
mepS	FALSE	TRUE	FALSE
rtn	FALSE	TRUE	FALSE
yejA	FALSE	TRUE	FALSE
yejB	FALSE	TRUE	FALSE
yejE	FALSE	TRUE	FALSE
yejF	FALSE	TRUE	FALSE
yejG	FALSE	TRUE	FALSE
bcr	FALSE	TRUE	FALSE
rsuA	FALSE	TRUE	FALSE
yejH	FALSE	TRUE	FALSE
rplY	TRUE	FALSE	FALSE
yejK	FALSE	TRUE	FALSE
yejL	FALSE	TRUE	FALSE
yejM	FALSE	FALSE	TRUE
yejO	FALSE	TRUE	FALSE
insH1	FALSE	TRUE	FALSE
narP	FALSE	TRUE	FALSE
ccmH	FALSE	TRUE	FALSE
dsbE	FALSE	TRUE	FALSE
ccmF	FALSE	TRUE	FALSE
ccmE	FALSE	TRUE	FALSE
ccmD	FALSE	TRUE	FALSE
ccmC	FALSE	TRUE	FALSE
ccmB	FALSE	TRUE	FALSE
ccmA	FALSE	TRUE	FALSE
napC	FALSE	TRUE	FALSE
napB	FALSE	TRUE	FALSE
napH	FALSE	TRUE	FALSE
napG	FALSE	TRUE	FALSE
napA	FALSE	TRUE	FALSE
napD	FALSE	TRUE	FALSE
napF	FALSE	TRUE	FALSE
eco	FALSE	TRUE	FALSE
mqo	FALSE	TRUE	FALSE
yojI	FALSE	TRUE	FALSE
alkB	FALSE	TRUE	FALSE
ada	FALSE	TRUE	FALSE
apbE	FALSE	TRUE	FALSE
ompC	FALSE	TRUE	FALSE
rcsD	FALSE	TRUE	FALSE
rcsB	FALSE	TRUE	FALSE
rcsC	FALSE	TRUE	FALSE
atoS	FALSE	TRUE	FALSE
atoC	FALSE	TRUE	FALSE
atoD	FALSE	TRUE	FALSE
atoA	FALSE	TRUE	FALSE
atoE	FALSE	TRUE	FALSE
atoB	FALSE	TRUE	FALSE
yfaP	FALSE	TRUE	FALSE
yfaQ	FALSE	TRUE	FALSE
yfaS	FALSE	TRUE	FALSE
yfaT	FALSE	TRUE	FALSE
yfaA	FALSE	TRUE	FALSE
gyrA	TRUE	FALSE	FALSE
ubiG	TRUE	FALSE	FALSE
yfaL	FALSE	TRUE	FALSE
nrdA	TRUE	FALSE	FALSE
nrdB	TRUE	FALSE	FALSE
yfaE	FALSE	TRUE	FALSE
inaA	FALSE	TRUE	FALSE
yfaH	FALSE	TRUE	FALSE
glpQ	FALSE	TRUE	FALSE
glpT	FALSE	TRUE	FALSE
glpA	FALSE	TRUE	FALSE
glpB	FALSE	TRUE	FALSE
glpC	FALSE	TRUE	FALSE
yfaD	FALSE	TRUE	FALSE
ypaA	FALSE	TRUE	FALSE
rhmA	FALSE	TRUE	FALSE
rhmT	FALSE	TRUE	FALSE
rhmD	FALSE	TRUE	FALSE
rhmR	FALSE	TRUE	FALSE
yfaY	FALSE	TRUE	FALSE
yfaZ	FALSE	TRUE	FALSE
nudI	FALSE	TRUE	FALSE
ais	FALSE	TRUE	FALSE
arnB	FALSE	TRUE	FALSE
arnC	FALSE	TRUE	FALSE
arnA	FALSE	TRUE	FALSE
arnD	FALSE	TRUE	FALSE
arnT	FALSE	TRUE	FALSE
arnE	FALSE	TRUE	FALSE
arnF	FALSE	TRUE	FALSE
pmrD	FALSE	TRUE	FALSE
menE	FALSE	TRUE	FALSE
menC	FALSE	TRUE	FALSE
menB	FALSE	TRUE	FALSE
menH	FALSE	TRUE	FALSE
menD	FALSE	TRUE	FALSE
menF	FALSE	TRUE	FALSE
elaB	FALSE	TRUE	FALSE
elaA	FALSE	TRUE	FALSE
rbn	FALSE	TRUE	FALSE
elaD	FALSE	FALSE	TRUE
yfbK	FALSE	TRUE	FALSE
yfbL	FALSE	TRUE	FALSE
yfbM	FALSE	TRUE	FALSE
yfbN	FALSE	TRUE	FALSE
yfbO	FALSE	TRUE	FALSE
yfbP	FALSE	TRUE	FALSE
nuoN	FALSE	TRUE	FALSE
nuoM	FALSE	TRUE	FALSE
nuoL	FALSE	TRUE	FALSE
nuoK	FALSE	FALSE	TRUE
nuoJ	FALSE	TRUE	FALSE
nuoI	FALSE	FALSE	TRUE
nuoH	FALSE	TRUE	FALSE
nuoG	FALSE	TRUE	FALSE
nuoF	FALSE	TRUE	FALSE
nuoE	FALSE	FALSE	TRUE
nuoC	FALSE	FALSE	TRUE
nuoB	FALSE	TRUE	FALSE
nuoA	FALSE	TRUE	FALSE
lrhA	FALSE	TRUE	FALSE
alaA	FALSE	TRUE	FALSE
yfbR	FALSE	TRUE	FALSE
yfbS	FALSE	TRUE	FALSE
yfbT	FALSE	TRUE	FALSE
yfbU	FALSE	TRUE	FALSE
yfbV	FALSE	TRUE	FALSE
ackA	FALSE	FALSE	TRUE
pta	FALSE	FALSE	TRUE
yfcC	FALSE	TRUE	FALSE
yfcD	FALSE	TRUE	FALSE
yfcE	FALSE	TRUE	FALSE
yfcF	FALSE	TRUE	FALSE
yfcG	FALSE	TRUE	FALSE
folX	FALSE	TRUE	FALSE
yfcH	FALSE	TRUE	FALSE
yfcI	FALSE	TRUE	FALSE
hisP	FALSE	TRUE	FALSE
hisM	FALSE	TRUE	FALSE
hisQ	FALSE	TRUE	FALSE
hisJ	FALSE	TRUE	FALSE
argT	FALSE	TRUE	FALSE
ubiX	TRUE	FALSE	FALSE
purF	FALSE	TRUE	FALSE
cvpA	FALSE	TRUE	FALSE
dedD	FALSE	TRUE	FALSE
folC	TRUE	FALSE	FALSE
accD	TRUE	FALSE	FALSE
dedA	FALSE	TRUE	FALSE
truA	FALSE	TRUE	FALSE
usg	FALSE	TRUE	FALSE
pdxB	FALSE	TRUE	FALSE
flk	FALSE	TRUE	FALSE
yfcJ	FALSE	TRUE	FALSE
fabB	TRUE	FALSE	FALSE
mnmC	FALSE	TRUE	FALSE
yfcL	FALSE	TRUE	FALSE
epmC	FALSE	TRUE	FALSE
yfcA	FALSE	TRUE	FALSE
mepA	FALSE	TRUE	FALSE
aroC	FALSE	TRUE	FALSE
prmB	FALSE	FALSE	TRUE
smrB	FALSE	TRUE	FALSE
yfcO	FALSE	TRUE	FALSE
yfcP	FALSE	TRUE	FALSE
yfcQ	FALSE	TRUE	FALSE
yfcR	FALSE	TRUE	FALSE
yfcS	FALSE	TRUE	FALSE
yfcU	FALSE	TRUE	FALSE
yfcV	FALSE	TRUE	FALSE
sixA	FALSE	TRUE	FALSE
fadJ	FALSE	TRUE	FALSE
fadI	FALSE	TRUE	FALSE
yfcZ	FALSE	TRUE	FALSE
fadL	FALSE	TRUE	FALSE
yfdF	FALSE	FALSE	TRUE
mlaA	FALSE	TRUE	FALSE
yfdC	FALSE	TRUE	FALSE
intS	FALSE	TRUE	FALSE
gtrA	FALSE	TRUE	FALSE
gtrB	FALSE	TRUE	FALSE
gtrS	FALSE	FALSE	TRUE
tfaS	FALSE	TRUE	FALSE
yfdK	FALSE	TRUE	FALSE
yfdL	FALSE	TRUE	FALSE
yfdM	FALSE	TRUE	FALSE
yfdN	FALSE	TRUE	FALSE
oweS	FALSE	TRUE	FALSE
yfdP	FALSE	TRUE	FALSE
yfdQ	FALSE	TRUE	FALSE
yfdR	FALSE	TRUE	FALSE
yfdS	FALSE	TRUE	FALSE
yfdT	FALSE	TRUE	FALSE
ypdJ	FALSE	TRUE	FALSE
torI	FALSE	TRUE	FALSE
dsdC	FALSE	TRUE	FALSE
dsdX	FALSE	TRUE	FALSE
dsdA	FALSE	TRUE	FALSE
emrY	FALSE	TRUE	FALSE
emrK	FALSE	TRUE	FALSE
evgA	FALSE	TRUE	FALSE
evgS	FALSE	TRUE	FALSE
yfdE	FALSE	TRUE	FALSE
yfdV	FALSE	TRUE	FALSE
oxc	FALSE	TRUE	FALSE
frc	FALSE	TRUE	FALSE
yfdX	FALSE	TRUE	FALSE
ypdI	FALSE	TRUE	FALSE
yfdY	FALSE	TRUE	FALSE
lpxP	FALSE	TRUE	FALSE
ypdK	FALSE	TRUE	FALSE
alaC	FALSE	TRUE	FALSE
ypdA	FALSE	TRUE	FALSE
ypdB	FALSE	TRUE	FALSE
ypdC	FALSE	TRUE	FALSE
fryA	FALSE	TRUE	FALSE
ypdE	FALSE	TRUE	FALSE
ypdF	FALSE	TRUE	FALSE
fryC	FALSE	TRUE	FALSE
fryB	FALSE	TRUE	FALSE
glk	FALSE	TRUE	FALSE
yfeO	FALSE	TRUE	FALSE
ypeC	FALSE	TRUE	FALSE
mntH	FALSE	TRUE	FALSE
nupC	FALSE	TRUE	FALSE
insL1	FALSE	TRUE	FALSE
yfeA	FALSE	TRUE	FALSE
yfeC	FALSE	TRUE	FALSE
yfeD	FALSE	TRUE	FALSE
gltX	TRUE	FALSE	FALSE
xapR	FALSE	TRUE	FALSE
xapB	FALSE	TRUE	FALSE
xapA	FALSE	TRUE	FALSE
yfeN	FALSE	TRUE	FALSE
yfeR	FALSE	TRUE	FALSE
yfeH	FALSE	TRUE	FALSE
ypeB	FALSE	TRUE	FALSE
ligA	TRUE	FALSE	FALSE
zipA	TRUE	FALSE	FALSE
cysZ	FALSE	TRUE	FALSE
cysK	FALSE	TRUE	FALSE
ptsH	TRUE	FALSE	FALSE
ptsI	TRUE	FALSE	FALSE
crr	TRUE	FALSE	FALSE
pdxK	FALSE	TRUE	FALSE
yfeK	FALSE	TRUE	FALSE
yfeS	FALSE	TRUE	FALSE
cysM	FALSE	TRUE	FALSE
cysA	FALSE	TRUE	FALSE
cysW	FALSE	TRUE	FALSE
cysU	FALSE	TRUE	FALSE
cysP	FALSE	TRUE	FALSE
ucpA	FALSE	TRUE	FALSE
murR	FALSE	TRUE	FALSE
murQ	FALSE	TRUE	FALSE
murP	FALSE	TRUE	FALSE
yfeW	FALSE	TRUE	FALSE
yfeX	FALSE	TRUE	FALSE
yfeY	FALSE	TRUE	FALSE
yfeZ	FALSE	TRUE	FALSE
ypeA	FALSE	TRUE	FALSE
amiA	FALSE	TRUE	FALSE
hemF	FALSE	TRUE	FALSE
eutR	FALSE	TRUE	FALSE
eutK	FALSE	TRUE	FALSE
eutL	FALSE	TRUE	FALSE
eutC	FALSE	TRUE	FALSE
eutB	FALSE	TRUE	FALSE
intZ	FALSE	TRUE	FALSE
yffL	FALSE	TRUE	FALSE
yffM	FALSE	TRUE	FALSE
yffN	FALSE	TRUE	FALSE
yffO	FALSE	TRUE	FALSE
yffP	FALSE	TRUE	FALSE
yffQ	FALSE	TRUE	FALSE
yffR	FALSE	TRUE	FALSE
yffS	FALSE	FALSE	TRUE
eutA	FALSE	TRUE	FALSE
eutH	FALSE	TRUE	FALSE
eutG	FALSE	TRUE	FALSE
eutJ	FALSE	TRUE	FALSE
eutE	FALSE	TRUE	FALSE
eutN	FALSE	TRUE	FALSE
eutM	FALSE	TRUE	FALSE
eutD	FALSE	TRUE	FALSE
eutT	FALSE	TRUE	FALSE
eutQ	FALSE	TRUE	FALSE
eutP	FALSE	TRUE	FALSE
eutS	FALSE	TRUE	FALSE
maeB	FALSE	TRUE	FALSE
talA	FALSE	TRUE	FALSE
tktB	FALSE	TRUE	FALSE
ypfG	FALSE	TRUE	FALSE
nudK	FALSE	TRUE	FALSE
aegA	FALSE	TRUE	FALSE
narQ	FALSE	TRUE	FALSE
acrD	FALSE	TRUE	FALSE
ypfM	FALSE	TRUE	FALSE
yffB	FALSE	TRUE	FALSE
dapE	TRUE	FALSE	FALSE
ypfN	FALSE	TRUE	FALSE
ypfH	FALSE	TRUE	FALSE
tmcA	FALSE	TRUE	FALSE
ypfJ	FALSE	TRUE	FALSE
purC	FALSE	TRUE	FALSE
bamC	FALSE	TRUE	FALSE
dapA	TRUE	FALSE	FALSE
gcvR	FALSE	TRUE	FALSE
bcp	FALSE	TRUE	FALSE
hyfA	FALSE	TRUE	FALSE
hyfB	FALSE	TRUE	FALSE
hyfC	FALSE	TRUE	FALSE
hyfD	FALSE	TRUE	FALSE
hyfE	FALSE	TRUE	FALSE
hyfF	FALSE	TRUE	FALSE
hyfG	FALSE	TRUE	FALSE
hyfH	FALSE	TRUE	FALSE
hyfI	FALSE	TRUE	FALSE
hyfJ	FALSE	TRUE	FALSE
hyfR	FALSE	TRUE	FALSE
focB	FALSE	TRUE	FALSE
yfgO	FALSE	TRUE	FALSE
bepA	FALSE	TRUE	FALSE
yfgD	FALSE	TRUE	FALSE
hda	TRUE	FALSE	FALSE
uraA	FALSE	TRUE	FALSE
upp	FALSE	TRUE	FALSE
purM	FALSE	TRUE	FALSE
purN	FALSE	TRUE	FALSE
ppk	FALSE	TRUE	FALSE
ppx	FALSE	TRUE	FALSE
yfgF	FALSE	TRUE	FALSE
yfgG	FALSE	TRUE	FALSE
yfgH	FALSE	TRUE	FALSE
yfgI	FALSE	TRUE	FALSE
guaA	TRUE	FALSE	FALSE
guaB	TRUE	FALSE	FALSE
xseA	FALSE	TRUE	FALSE
yfgJ	FALSE	TRUE	FALSE
der	TRUE	FALSE	FALSE
bamB	FALSE	TRUE	FALSE
yfgM	FALSE	TRUE	FALSE
hisS	TRUE	FALSE	FALSE
ispG	TRUE	FALSE	FALSE
rodZ	FALSE	TRUE	FALSE
rlmN	FALSE	TRUE	FALSE
ndk	FALSE	TRUE	FALSE
pbpC	FALSE	TRUE	FALSE
yfhM	FALSE	TRUE	FALSE
sseA	FALSE	TRUE	FALSE
sseB	FALSE	TRUE	FALSE
pepB	FALSE	TRUE	FALSE
iscX	FALSE	TRUE	FALSE
fdx	FALSE	FALSE	TRUE
hscA	TRUE	FALSE	FALSE
hscB	FALSE	FALSE	TRUE
iscA	FALSE	TRUE	FALSE
iscU	TRUE	FALSE	FALSE
iscS	TRUE	FALSE	FALSE
iscR	FALSE	FALSE	TRUE
trmJ	FALSE	TRUE	FALSE
suhB	TRUE	FALSE	FALSE
yfhR	FALSE	TRUE	FALSE
csiE	FALSE	TRUE	FALSE
hcaT	FALSE	TRUE	FALSE
hcaR	FALSE	TRUE	FALSE
iroK	FALSE	TRUE	FALSE
hcaE	FALSE	TRUE	FALSE
hcaF	FALSE	TRUE	FALSE
hcaC	FALSE	TRUE	FALSE
hcaB	FALSE	TRUE	FALSE
hcaD	FALSE	TRUE	FALSE
yphA	FALSE	TRUE	FALSE
yphB	FALSE	TRUE	FALSE
yphC	FALSE	TRUE	FALSE
yphD	FALSE	TRUE	FALSE
yphE	FALSE	TRUE	FALSE
yphF	FALSE	TRUE	FALSE
yphG	FALSE	TRUE	FALSE
yphH	FALSE	TRUE	FALSE
glyA	TRUE	FALSE	FALSE
hmp	FALSE	TRUE	FALSE
glnB	FALSE	TRUE	FALSE
glrR	FALSE	TRUE	FALSE
yfhG	FALSE	TRUE	FALSE
glrK	FALSE	TRUE	FALSE
purL	FALSE	TRUE	FALSE
mltF	FALSE	TRUE	FALSE
tadA	TRUE	FALSE	FALSE
pgpC	FALSE	TRUE	FALSE
yfhH	FALSE	TRUE	FALSE
yfhL	FALSE	TRUE	FALSE
shoB	FALSE	TRUE	FALSE
acpS	TRUE	FALSE	FALSE
pdxJ	FALSE	TRUE	FALSE
recO	FALSE	TRUE	FALSE
era	TRUE	FALSE	FALSE
rnc	FALSE	FALSE	TRUE
lepB	TRUE	FALSE	FALSE
lepA	FALSE	FALSE	TRUE
rseC	FALSE	TRUE	FALSE
rseB	FALSE	TRUE	FALSE
rseA	FALSE	TRUE	FALSE
rpoE	TRUE	FALSE	FALSE
nadB	FALSE	TRUE	FALSE
trmN	FALSE	TRUE	FALSE
srmB	FALSE	TRUE	FALSE
yfiE	FALSE	TRUE	FALSE
eamB	FALSE	TRUE	FALSE
grcA	FALSE	TRUE	FALSE
ung	FALSE	TRUE	FALSE
yfiF	FALSE	TRUE	FALSE
trxC	FALSE	TRUE	FALSE
yfiP	FALSE	TRUE	FALSE
pka	FALSE	TRUE	FALSE
pssA	TRUE	FALSE	FALSE
yfiM	FALSE	TRUE	FALSE
kgtP	FALSE	TRUE	FALSE
clpB	FALSE	TRUE	FALSE
yfiH	FALSE	TRUE	FALSE
rluD	TRUE	FALSE	FALSE
bamD	TRUE	FALSE	FALSE
raiA	FALSE	TRUE	FALSE
pheL	FALSE	TRUE	FALSE
pheA	FALSE	TRUE	FALSE
tyrA	FALSE	TRUE	FALSE
aroF	FALSE	TRUE	FALSE
yfiL	FALSE	TRUE	FALSE
yfiR	FALSE	TRUE	FALSE
yfiN	FALSE	TRUE	FALSE
yfiB	FALSE	TRUE	FALSE
rplS	TRUE	FALSE	FALSE
trmD	TRUE	FALSE	FALSE
rimM	TRUE	FALSE	FALSE
rpsP	TRUE	FALSE	FALSE
ffh	TRUE	FALSE	FALSE
ypjD	FALSE	TRUE	FALSE
yfjD	FALSE	TRUE	FALSE
grpE	FALSE	FALSE	TRUE
nadK	TRUE	FALSE	FALSE
recN	FALSE	TRUE	FALSE
bamE	FALSE	TRUE	FALSE
ratB	FALSE	TRUE	FALSE
ratA	FALSE	FALSE	TRUE
smpB	FALSE	TRUE	FALSE
intA	FALSE	TRUE	FALSE
yfjH	FALSE	TRUE	FALSE
alpA	FALSE	TRUE	FALSE
yfjI	FALSE	TRUE	FALSE
yfjJ	FALSE	TRUE	FALSE
yfjK	FALSE	TRUE	FALSE
yfjL	FALSE	TRUE	FALSE
yfjM	FALSE	TRUE	FALSE
rnlA	FALSE	TRUE	FALSE
rnlB	FALSE	TRUE	FALSE
yfjP	FALSE	TRUE	FALSE
yfjQ	FALSE	TRUE	FALSE
yfjR	FALSE	TRUE	FALSE
ypjK	FALSE	TRUE	FALSE
yfjS	FALSE	TRUE	FALSE
yfjT	FALSE	TRUE	FALSE
yfjU	FALSE	TRUE	FALSE
yfjV	FALSE	TRUE	FALSE
yfjW	FALSE	FALSE	TRUE
ypjI	FALSE	TRUE	FALSE
yfjX	FALSE	TRUE	FALSE
yfjY	FALSE	TRUE	FALSE
ypjJ	FALSE	TRUE	FALSE
yfjZ	FALSE	TRUE	FALSE
ypjF	FALSE	TRUE	FALSE
ypjA	FALSE	TRUE	FALSE
pinH	FALSE	TRUE	FALSE
ypjC	FALSE	FALSE	TRUE
ygaQ	FALSE	TRUE	FALSE
csiD	FALSE	TRUE	FALSE
lhgO	FALSE	TRUE	FALSE
gabD	FALSE	TRUE	FALSE
gabT	FALSE	TRUE	FALSE
gabP	FALSE	TRUE	FALSE
csiR	FALSE	TRUE	FALSE
ygaU	FALSE	TRUE	FALSE
yqaE	FALSE	TRUE	FALSE
ygaV	FALSE	TRUE	FALSE
ygaP	FALSE	TRUE	FALSE
stpA	FALSE	TRUE	FALSE
alaE	FALSE	TRUE	FALSE
ygaC	FALSE	TRUE	FALSE
ygaM	FALSE	TRUE	FALSE
nrdH	FALSE	TRUE	FALSE
nrdI	FALSE	TRUE	FALSE
nrdE	FALSE	TRUE	FALSE
nrdF	FALSE	TRUE	FALSE
proV	FALSE	TRUE	FALSE
proW	FALSE	TRUE	FALSE
proX	FALSE	TRUE	FALSE
ygaY	FALSE	TRUE	FALSE
ygaZ	FALSE	TRUE	FALSE
ygaH	FALSE	TRUE	FALSE
mprA	FALSE	TRUE	FALSE
emrA	FALSE	TRUE	FALSE
emrB	FALSE	TRUE	FALSE
luxS	FALSE	TRUE	FALSE
gshA	FALSE	TRUE	FALSE
yqaA	FALSE	TRUE	FALSE
yqaB	FALSE	TRUE	FALSE
csrA	TRUE	FALSE	FALSE
alaS	TRUE	FALSE	FALSE
recX	FALSE	TRUE	FALSE
recA	FALSE	FALSE	TRUE
pncC	FALSE	TRUE	FALSE
mltB	FALSE	TRUE	FALSE
srlA	FALSE	TRUE	FALSE
srlE	FALSE	TRUE	FALSE
srlB	FALSE	TRUE	FALSE
srlD	FALSE	TRUE	FALSE
srlM	FALSE	TRUE	FALSE
srlR	FALSE	TRUE	FALSE
srlQ	FALSE	TRUE	FALSE
norR	FALSE	TRUE	FALSE
norV	FALSE	TRUE	FALSE
norW	FALSE	TRUE	FALSE
hypF	FALSE	TRUE	FALSE
hydN	FALSE	TRUE	FALSE
ascG	FALSE	TRUE	FALSE
ascF	FALSE	TRUE	FALSE
ascB	FALSE	TRUE	FALSE
hycI	FALSE	TRUE	FALSE
hycH	FALSE	TRUE	FALSE
hycG	FALSE	TRUE	FALSE
hycF	FALSE	TRUE	FALSE
hycE	FALSE	TRUE	FALSE
hycD	FALSE	TRUE	FALSE
hycC	FALSE	TRUE	FALSE
hycB	FALSE	TRUE	FALSE
hycA	FALSE	TRUE	FALSE
hypA	FALSE	TRUE	FALSE
hypB	FALSE	TRUE	FALSE
hypC	FALSE	TRUE	FALSE
hypD	FALSE	TRUE	FALSE
hypE	FALSE	TRUE	FALSE
fhlA	FALSE	TRUE	FALSE
ygbA	FALSE	TRUE	FALSE
mutS	FALSE	TRUE	FALSE
pphB	FALSE	TRUE	FALSE
ygbI	FALSE	TRUE	FALSE
ygbJ	FALSE	TRUE	FALSE
ygbK	FALSE	TRUE	FALSE
ygbL	FALSE	TRUE	FALSE
ygbM	FALSE	TRUE	FALSE
ygbN	FALSE	TRUE	FALSE
rpoS	FALSE	TRUE	FALSE
nlpD	FALSE	TRUE	FALSE
pcm	FALSE	TRUE	FALSE
umpG	FALSE	TRUE	FALSE
truD	FALSE	TRUE	FALSE
ispF	TRUE	FALSE	FALSE
ispD	TRUE	FALSE	FALSE
ftsB	FALSE	FALSE	TRUE
ygbE	FALSE	TRUE	FALSE
cysC	FALSE	TRUE	FALSE
cysN	FALSE	TRUE	FALSE
cysD	FALSE	TRUE	FALSE
iap	FALSE	TRUE	FALSE
ygbF	FALSE	TRUE	FALSE
ygbT	FALSE	TRUE	FALSE
casE	FALSE	TRUE	FALSE
casD	FALSE	TRUE	FALSE
casC	FALSE	TRUE	FALSE
casB	FALSE	TRUE	FALSE
casA	FALSE	TRUE	FALSE
ygcB	FALSE	TRUE	FALSE
cysH	FALSE	TRUE	FALSE
cysI	FALSE	TRUE	FALSE
cysJ	FALSE	TRUE	FALSE
queD	FALSE	TRUE	FALSE
ygcN	FALSE	TRUE	FALSE
ygcO	FALSE	TRUE	FALSE
ygcP	FALSE	TRUE	FALSE
ygcQ	FALSE	TRUE	FALSE
ygcR	FALSE	TRUE	FALSE
ygcS	FALSE	TRUE	FALSE
ygcU	FALSE	TRUE	FALSE
ygcW	FALSE	TRUE	FALSE
yqcE	FALSE	TRUE	FALSE
ygcE	FALSE	TRUE	FALSE
queE	FALSE	TRUE	FALSE
yqcG	FALSE	FALSE	TRUE
ygcG	FALSE	TRUE	FALSE
eno	TRUE	FALSE	FALSE
pyrG	TRUE	FALSE	FALSE
mazG	FALSE	TRUE	FALSE
mazF	FALSE	TRUE	FALSE
mazE	FALSE	TRUE	FALSE
relA	FALSE	TRUE	FALSE
rlmD	FALSE	TRUE	FALSE
barA	FALSE	TRUE	FALSE
gudD	FALSE	TRUE	FALSE
gudX	FALSE	TRUE	FALSE
gudP	FALSE	TRUE	FALSE
yqcA	FALSE	TRUE	FALSE
truC	FALSE	TRUE	FALSE
yqcC	FALSE	TRUE	FALSE
syd	FALSE	TRUE	FALSE
queF	FALSE	TRUE	FALSE
ygdH	FALSE	TRUE	FALSE
sdaC	FALSE	TRUE	FALSE
sdaB	FALSE	TRUE	FALSE
ygdG	FALSE	TRUE	FALSE
fucO	FALSE	TRUE	FALSE
fucA	FALSE	TRUE	FALSE
fucP	FALSE	TRUE	FALSE
fucI	FALSE	TRUE	FALSE
fucK	FALSE	TRUE	FALSE
fucU	FALSE	TRUE	FALSE
fucR	FALSE	TRUE	FALSE
rlmM	FALSE	TRUE	FALSE
ygdD	FALSE	TRUE	FALSE
gcvA	FALSE	TRUE	FALSE
ygdI	FALSE	TRUE	FALSE
csdA	FALSE	TRUE	FALSE
csdE	FALSE	TRUE	FALSE
tcdA	FALSE	TRUE	FALSE
mltA	FALSE	TRUE	FALSE
amiC	FALSE	TRUE	FALSE
argA	FALSE	TRUE	FALSE
recD	FALSE	TRUE	FALSE
recB	FALSE	FALSE	TRUE
ptrA	FALSE	TRUE	FALSE
recC	FALSE	TRUE	FALSE
ppdC	FALSE	TRUE	FALSE
ygdB	FALSE	TRUE	FALSE
ppdB	FALSE	TRUE	FALSE
ppdA	FALSE	TRUE	FALSE
thyA	TRUE	FALSE	FALSE
lgt	TRUE	FALSE	FALSE
ptsP	FALSE	TRUE	FALSE
rppH	FALSE	TRUE	FALSE
mutH	FALSE	TRUE	FALSE
ygdQ	FALSE	TRUE	FALSE
ygdR	FALSE	TRUE	FALSE
tas	FALSE	TRUE	FALSE
lplT	FALSE	TRUE	FALSE
aas	FALSE	TRUE	FALSE
galR	FALSE	TRUE	FALSE
lysA	FALSE	TRUE	FALSE
lysR	FALSE	TRUE	FALSE
ygeA	FALSE	TRUE	FALSE
araE	FALSE	TRUE	FALSE
kduD	FALSE	TRUE	FALSE
kduI	FALSE	TRUE	FALSE
yqeF	FALSE	TRUE	FALSE
yqeG	FALSE	TRUE	FALSE
yqeH	FALSE	TRUE	FALSE
yqeI	FALSE	TRUE	FALSE
yqeJ	FALSE	FALSE	TRUE
yqeL	FALSE	TRUE	FALSE
yqeK	FALSE	FALSE	TRUE
ygeF	TRUE	FALSE	FALSE
ygeG	FALSE	FALSE	TRUE
ygeH	FALSE	TRUE	FALSE
ygeI	FALSE	TRUE	FALSE
pbl	FALSE	FALSE	TRUE
ygeK	FALSE	TRUE	FALSE
ygeN	TRUE	FALSE	FALSE
ygeO	FALSE	TRUE	FALSE
insD1	FALSE	TRUE	FALSE
insC1	FALSE	TRUE	FALSE
ygeQ	FALSE	TRUE	FALSE
ygeR	FALSE	TRUE	FALSE
xdhA	FALSE	TRUE	FALSE
xdhB	FALSE	TRUE	FALSE
xdhC	FALSE	TRUE	FALSE
ygeV	FALSE	TRUE	FALSE
ygeW	FALSE	TRUE	FALSE
ygeX	FALSE	TRUE	FALSE
ygeY	FALSE	TRUE	FALSE
hyuA	FALSE	TRUE	FALSE
yqeA	FALSE	TRUE	FALSE
yqeB	FALSE	TRUE	FALSE
yqeC	FALSE	TRUE	FALSE
mocA	FALSE	TRUE	FALSE
ygfK	FALSE	TRUE	FALSE
ssnA	FALSE	TRUE	FALSE
ygfM	FALSE	TRUE	FALSE
xdhD	FALSE	TRUE	FALSE
xanQ	FALSE	TRUE	FALSE
guaD	FALSE	TRUE	FALSE
ygfQ	FALSE	TRUE	FALSE
ygfS	FALSE	TRUE	FALSE
ygfT	FALSE	TRUE	FALSE
uacT	FALSE	TRUE	FALSE
yqfG	FALSE	TRUE	FALSE
idi	FALSE	TRUE	FALSE
lysS	TRUE	FALSE	FALSE
prfB	TRUE	FALSE	FALSE
recJ	FALSE	TRUE	FALSE
dsbC	FALSE	TRUE	FALSE
xerD	FALSE	TRUE	FALSE
fldB	FALSE	TRUE	FALSE
cptA	FALSE	TRUE	FALSE
sdhE	FALSE	TRUE	FALSE
ygfZ	FALSE	FALSE	TRUE
yqfA	FALSE	TRUE	FALSE
yqfB	FALSE	TRUE	FALSE
bglA	FALSE	TRUE	FALSE
ygfF	FALSE	TRUE	FALSE
gcvP	FALSE	TRUE	FALSE
gcvH	FALSE	TRUE	FALSE
gcvT	FALSE	TRUE	FALSE
ubiI	FALSE	TRUE	FALSE
ubiH	TRUE	FALSE	FALSE
pepP	FALSE	TRUE	FALSE
ygfB	FALSE	TRUE	FALSE
zapA	FALSE	TRUE	FALSE
fau	FALSE	TRUE	FALSE
ibsC	FALSE	TRUE	FALSE
serA	FALSE	TRUE	FALSE
rpiA	FALSE	FALSE	TRUE
yqfE	FALSE	TRUE	FALSE
argP	FALSE	TRUE	FALSE
scpA	FALSE	TRUE	FALSE
argK	FALSE	TRUE	FALSE
scpB	FALSE	TRUE	FALSE
